id,author,year,title,tech,institution,booktile,editor,booktitle,publisher,Pages,address,month,note,journal,volume,pages,type,date,
515,"S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang,",,The MONK's problems a performance comparison of different learning algorithms.,"Tech. Report: CMU-CD-91-197,","Carnegie Mellon University,",,,,,,,,,,,,,1991.,
516,"S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang,",,The MONK's problems a performance comparison of different learning algorithms.,"Technical Report CMU-CD-91-197,","Department of Computer Science, Carnegie Mellon University,",,,,,,"Pittsburgh, PA.",,,,,,,,
517,"S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowitz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang.",,The MONK's problems: A performance comparison of differ-ent learning algorithms.,"Technical Report CMU-CS-91-197,","Carnegie Mellon University,",,,,,,,,,,,,,December,
518,"Thurn, S. B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., Jong, K. D., Dzeroski, S., Fahlman, S. E., Fisher, D., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R. S., Mitchell, T., Pachowicz, P., Reich, Y., Vafaie, H., de Welde, W. V., Wenzel, W., Wnek, J., and Zhang, J.,",,The MONK's problems: A performance comparison of different learning algorithms.,Technical reportCMU-CS-91-197.,"Carnegie Mellon University,",,editors.,,,,"Pittsburgh, PA,",,Also available as ftp://ics.uci.edu/pub/- machine-learning-databases/monks-problems/thrun.comparison.ps.Z.,,,,,December,
519,"Thurn, S. B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzeroski, S., Fahlman, S. E., Fisher, D., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R. S., Mitchell, T., Pachowicz, P., Reich, Y., Vafaie, H., Van de Welde, W., Wenzel, W., Wnek, J., and Zhang, J.:",,"`The MONK's problems: A performance comparison of different learning algorithms',","CMU-CS-91-197,","Carnegie Mellon University,",,,,,,,,The training and test data sets for the MONK's problems are available at the ftp site ics.uci.edu,,,,,December,
520,"Vitek, J., Horspool, R. N., and Uhl, J. S.",,Compile-time analysis of object-oriented programs.,,,,"In Kastens U. and Pfahler, P., Eds.,","Proceedings of the Fourth International Conference on Compiler Construction,","Springer-Verlag,",,"Berlin, Germany,",,"volume 641 of Lecture Notes in Computer Science, (Paderborn, Germany, Oct.).",,,pp. 236-250.,,1992.,
521,"Walter, J., Henke-Fahle, S. & Bonhoeffer, F.",,1987 Avoidance of posterior tectal membranes by temporal retinal axons.,,,,,"Development 101,",,,,,,,,909-913.,,,
522,"Weiss, Y., Edelman, S., and Fahle, M.",,Models of perceptual learning in vernier hyperacuity.,,,,,,,,,,,"Neural Computation,",5,695-718. 9,,(1993).,
523,"Weiss, Y., Edelman, S., and Fahle, M.",,Models of perceptual learning in vernier hyperacuity.,,,,,,,,,,,"Neural Computation,",5,695-718.,,(1993).,
524,"Weiss, Y., Edelman, S., and Fahle, M.",,Models of perceptual learning in vernier hyperacuity.,,,,,,,,,,,"Neural Computation,",5,695-718.,,(1993).,
525,"Weiss, Y., Edelman, S., and Fahle, M.",,Models of perceptual learning in vernier hyperacuity.,,,,,,,,,,,"Neural Computation,",5,695-718.,,(1993).,
526,"Weiss, Y., Edelman, S., and Fahle, M.",,Models of perceptual learning in vernier hyperacuity.,,,,,,,,,,,"Neural Computation,",5,695-718.,,(1993).,
527,"Weiss, Y., Edelman, S., and Fahle, M.",,Models of perceptual learning in vernier hyperacuity.,,,,,,,,,,,"Neural Computation,",5,695-718.,,(1993).,
528,"White, M. & Fahlman, S. E.",,""Neural-bench benchmark collection",",,,,,,,,,,Available by anonymous ftp to ftp.cs.cmu.edu in the /afs/cs/project/connect/bench directory.,,,,,"(1994),",
529,"Wholey, Skef, and Fahlman, Scott E.",,The design of an instruction set for Common Lisp.,,,,,In Proc. 1984 ACM Symposium on Lisp and Functional Programming. ACM SIGPLAN/SIGACT/SIGART,,,"(Austin, Texas,",,,,,150-158.,,August,
530,"Kibler, D. & Aha, D. W.",(1987).,Learning Representative Exemplars of Concepts: An Initial Case Study.,,,,,Proceedings of the Fourth International Workshop on Machine Learning,Morgan Kaufmann.,,"Irvine, CA:",,,,,(pp. 24-30).,,,
531,"Kibler, D., & Aha, D. W.",(1987).,Learning representative exemplars of concepts: An initial case study.,,,,,In Proceedings of the Fourth International Workshop on Machine Learning,Morgan Kaufmann.,,"Irvine, CA:",,,,,(pp.24-30.,,,
532,"Kibler, D., & Aha, D. W.",(1987).,Learning representative exemplars of concepts: An initial case study.,,,,,In Proceedings of the Fourth International Workshop on Machine Learning,Morgan Kaufmann.,,"Irvine, CA:",,,,,pp. 24-30.,,,
533,"Kibler, D., & Aha, D. W.",(1987).,Learning representative exemplars of concepts: An initial case study.,,,,,In Proceedings of the Fourth International Workshop on Machine Learning,Morgan Kaufmann.,,"Irvine, CA:",,,,,(pp. 24-30).,,,
534,"Kibler, D., & Aha, D. W.",(1987).,Learning representative exemplars of concepts: An initial case study.,,,,,In Proceedings of the Fourth International Workshop on Machine Learning,Morgan Kaufmann.,,"Irvine, CA:",,,,,pp. 24-30,,,
535,"Kibler, D., and Aha, D.",1987.,Learning Representative Exemplars of Concepts: An Initial Case Study.,,,,,"In Proceedings of the 4th International Workshop on Machine Learning,",,,,,,,,24-30.,,,
536,"Kibler, D., and Aha, D.",1987.,Learning Representative Exemplars of Concepts: An Initial Case Study.,,,,,"In Proceedings of the 4th International Workshop on Machine Learning,",,,,,,,,24-30.,,,
537,"Kibler, D., and Aha, D. W.",(1987).,Learning Representative Exemplars of Concepts: An Initial Case Study.,,,,,In Proceedings of the Fourth International Workshop on Machine Learning.,"Morgan Kaufmann,",,"Irvine, CA:",,,,,24-30.,,,
538,"Kibler, D., and Aha, D. W.",(1987).,Learning Representative Exemplars of Concepts: An Initial Case Study.,,,,,In Proceedings of the Fourth International Workshop on Machine Learning.,"Morgan Kaufmann,",,"Irvine, CA:",,,,,24-30.,,,
539,"Kibler, D., and Aha David W.",(1987).,Learning representative exemplars of concepts: An initial case study.,,,,,"Proceedings of the Fourth International Workshop on Machine Learning,","Morgan Kaufmann,",,"Irvine, CA:",,,,,pp. 24-30.,,,
540,"Kibler, D., and David W. Aha,",(1987).,Learning representative exemplars of concepts: An initial case study.,,,,,Proceedings of the Fourth International Workshop on Machine Learning.,"Morgan Kaufmann,",,"Irvine, CA:",,,,,pp. 24-30.,,,
541,"Kibler, D., and David W. Aha,",(1987).,Learning representative exemplars of concepts: An initial case study.,,,,,Proceedings of the Fourth International Workshop on Machine Learning.,"Morgan Kaufmann,",,"Irvine, CA:",,,,,pp. 24-30.,,,
542,"Kibler, D., and David W. Aha,",(1987).,Learning representative exemplars of concepts: An initial case study.,,,,,Proceedings of the Fourth International Workshop on Machine Learning.,"Morgan Kaufmann,",,"Irvine, CA:",,,,,pp. 24-30.,,,
543,D. Kibler and D. W. Aha.,1987.,Learning representative exemplars of concepts: an initial case study.,,,,"In P. Langley, editor,","Proc. 4th International Workshop on Machine Learning,","Kaufmann,",,"Ca,",,,,,,,,
544,D. Kibler and D. Aha.,1987.,Learning representative exemplars of concepts: An initial case study.,,,,"In Pat Langley, editor,","Proceedings of the Fourth International Workshop on Machine Learning,","Morgan Kaufmann,",,Los Altos:,,,,,pages 24-30.,,,
545,D. Kibler and D. Aha.,1987.,Learning representative exemplars of concepts: An initial case study.,,,,,"In Proc. of the 4 th International Workshop on Machine Learning,",,,"Irvine, CA,",,,,,"pages 24-30,",,,
546,D. Kibler and D. Aha.,1987.,Learning representative exemplars of concepts: An initial case study.,,,,,"In Proc. of the 4 th International Workshop on Machine Learning,",,,"Irvine, CA,",,,,,"pages 24-30,",,,
547,D. Kibler and D. W. Aha.,1987.,Learning representative exemplars of concepts: an initial case study.,,,,"In P. Langley, editor,","Proc. 4th International Workshop on Machine Learning,",Kaufmann.,,"CA,",,,,,,,,
548,"Kibler, D., and Aha, D.W.","1987,",Learning Representative Exemplars of Concepts: An Initial Case Study.,,,,,"In Proceedings of the Fourth International Workshop on Machine Learning,",,,,,,,,24-30.,,,
549,"Kibler, D., and Aha, D.W.","1987,",Learning Representative Exemplars of Concepts: An Initial Case Study.,,,,,"In Proceedings of the Fourth International Workshop on Machine Learning,",,,,,,,,24-30.,,,
550,"Kibler, D., and Aha, D.W.","1987,",Learning Representative Exemplars of Concepts: An Initial Case Study.,,,,,"In Proceedings of the Fourth International Workshop on Machine Learning,",,,,,,,,24-30.,,,
551,D. Kibler and D. Aha.,1987.,Learning representative examplars of concepts; an initial study.,,,,,"In Proceedings of the Fourth International Workshop on Machine Learning,",,,,,,,,"pages 24-29,","UC-Irvine,",,
552,Dennis Kibler and David W. Aha.,1987.,Learning representative exemplars of concepts: An initial case study.,,,,"In Pat Langley, editor,","Proceedings of the Fourth International Workshop on Machine Learning,","Morgan Kaufmann,",,"Los Altos, California,",,,,,pages 24-30.,,,
553,"D. Kibler and D. W. Aha,","1987,",""Learning Representative Exemplars of Concepts: An Initial Case Study,"",,,,,"Proceedings of the Fourth International Workshop on Machine Learning,",,,"Irvine, CA,",June,,,,pp. 24-30.,,,
554,"Aha, D. & Kibler, D.",(1989).,Noise-tolerant instance based leanring algorithms.,,,,,Proc. IJCAI-89,,,,,,,,pp. 794 799).,,,
555,"Aha, D. & Kibler, D.",(1989).,Noise-tolerant instance-based leanring algorithms.,,,,,Proc. IJCAI-89,,,,,,,,pp.794-799).,,,
556,"Aha, D. & Kibler, D.",(1989).,Noise-tolerant instance-based learning algorithms.,,,,,Proc. IJCAI-89,,,,,,,,pp.794-799).,,,
557,"Aha, D. & Kibler, D.",(1989).,Noise-tolerant instance-based learning algorithms.,,,,,Proc. IJCAI-89,,,,,,,,pp.794-799.,,,
558,"Aha, D. & Kibler, D.",(1989).,Noise-tolerant instance-based learning algorithms.,,,,,Proc. IJCAI-89,,,,,,,,pp.794-799).,,,
559,"Aha, D. W. & Kibler D.",(1989).,Noise-Tolerant Instance-Based Learning Algorithms.,,,,,"In Proceedings of the Eleventh International Joint Conference on Artificial Intelligence (IJCAI-89),",Morgan Kaufmann.,,"Los Altos, CA,",,,,,pp. 794-799.,,,
560,"Aha, D. W. and Kibler, D.",(1989).,Noise-tolerant instance-based learning algorithms.,,,,,"In Eleventh International Joint Conference on Artificial Intelligence,","Morgan Kaufmann,",,"San Mateo, CA.",,,,,pages 794-799.,,,
561,"Aha, D. W., & Kibler, D.",(1989).,Noise-tolerant instance-based learning algorithms.,,,,,In Proceedings of the 1989 International Joint Conference on Artificial Intelligence.,Morgan Kaufmann.,,"San Mateo, CA:",,,,,,,,
562,"Aha, D. W., & Kibler, D.",(1989).,Noise-tolerant instance-based learning algorithms.,,,,,In Proceedings of the Eleventh International Joint Conference on Artificial Intelligence,Morgan Kaufmann.,,"Detroit, MI:",,,,,(pp. 794-799).,,,
563,"Aha, D. W., & Kibler, D.",(1989).,Noise-tolerant instance-based learning algorithms.,,,,,In Proceedings of the Eleventh International Joint Conference on Artificial Intelligence,Morgan Kaufmann.,,"Detroit, MI:",,,,,(pp. 794-799).,,,
564,"Aha, D. W., & Kibler, D.",(1989).,Noise-tolerant instance-based learning algorithms.,,,,,In Proceedings of the Eleventh International Joint Conference on Artificial Intelligence,Morgan Kaufmann.,,"Detroit, MI:",,,,,(pp. 794-799).,,,
565,"Aha, D. W., & Kibler, D.",(1989).,Noise-tolerant instance-based learning algorithms.,,,,,Proceedings of the Eleventh International Joint Conference on Artificial Intelligence,Morgan Kaufmann.,,"Detroit, Michigan:",,,,,(pp. 794-799).,,,
566,"Aha, D. W., & Kibler, D.",(1989).,Noise-tolerant instance-based learning algorithms.,,,,,Proceedings of the Eleventh International Joint Conference on Artificial Intelligence,Morgan Kaufmann.,,"Detroit, Michigan:",,,,,(pp. 794-799).,,,
567,"Aha, D. and Kibler, D.",(1989),Noise-tolerant instace-based learning algorithms.,,,,,Proceedings of the Eleventh International Joint Conference on 39 Artificial Intelligence,Morgan Kaufmann.,,"Detroit, MI:",,,,,(pp. 794-799).,,,
568,"Aha, D. and Kibler, D.",(1989),Noise-tolerant instace-based learning algorithms.,,,,,Proceedings of the Eleventh International Joint Conference on 39 Artificial Intelligence,Morgan Kaufmann.,,"Detroit, MI:",,,,,(pp. 794-799).,,,
569,"Aha, D., & Kibler, D.",(1989).,Noise tolerant instance-based learning algorithms.,,,,,"Proceedings of the Eleventh International Joint Conference on Artificial Intelligence,",Morgan Kaufmann.,,"Detroit, MI:",,,,,,,,
570,"Aha, D., & Kibler, D.",(1989).,Noise-tolerant Instance-based Learning Algorithms.,,,,,Proceedings of the Eleventh International Joint Conference on Artificial Intelligence.,Morgan Kaufmann.,,"Detroit, MI:",,,,,Pages 794-799,,,
571,"Aha, D.W., Kibler, D.",(1989),"Noise-tolerant instance-based learning algorithms,",,,,,"Proceedings of the Eleventh International Joint Conference on Artificial Intelligence,",,,,,,,,794-799.,,,
572,D. Aha and D. Kibler.,1989.,Noise-tolerant instance-based learning algorithms.,,,,,"In Proceedings of IJCAI-89,",Morgan Kaufmann.,,"Detroit, MI,",,,,,"pages 794-799,",,,
573,"Aha, D.W., and Kibler, D.,",1989.,Noise-tolerant Instance-based Learning Algorithms.,,,,,in Proceedings of the Eleventh International Joint Conference on Artificial Intelligence,"Published by Mor-gan Kaufmann,",,"Detroit, MI.",,,,,"(pp. 794-799),",,,
574,"Aha, D.W., and Kibler, D.,",1989.,Noise-tolerant Instance-based Learning Algorithms.,,,,,in Proceedings of the Eleventh International Joint Conference on Artificial Intelligence,"Published by Mor-gan Kaufmann,",,"Detroit, MI.",,,,,"(pp. 794-799),",,,
575,David W. Aha and Dennis Kibler.,1989.,Noise-tolerant instance-based learning algorithms.,,,,,"In IJCAI-89,",,,,,,,,"pages 794-799,",,,
576,D.W. Aha and D. Kibler.,1989.,Noise-tolerant instance-based learning algorithm.,,,,,"In International Joint Conference on Artificial Intelligence,",Morgan Kaufmann.,,"Detroit,",,,,,"pages 794-799,",,,
577,"Aha, D. and Kibler, D.",(1989).,Noise-tolerant instance-based learning algorithms.,,,,,Proceedings of the Eleventh Joint Conference on Artificial Intelligence,Morgan Kaufmann.,,,,,,,(pp. 794-799).,,,
578,D. Aha and D. Kibler.,1989.,Noise-tolerant instance-based learning algorithms.,,,,,"In Proceedings of IJCAI-89,",Morgan Kaufmann.,,"Detroit, MI,",,,,,"pages 794-799,",,,
579,D. Aha and D. Kibler.,1989.,Noise-tolerant instance-based learning algorithms.,,,,,"In Proceedings of IJCAI-89,",Morgan Kaufmann.,,"Dtroit, MI,",,,,,"pages 794-799,",,,
580,"Aha, D. W., Kibler, D. & Albert, M. K.",(1990).,Instance-based learning algorithms.,,,,,,,,,,Draft submission to Machine Learning.,,,,,,
581,"AHA, D.W., KIBLER, D. and ALBERT, M.K","1991,","Instance-based learning algorithms,",,,,,,,,,,,"Machine Learning,","Vol. 6,",pp. 37-66.,,,
582,"AHA, D.W., KIBLER, D. and ALBERT, M.K.","1991,","Instance-based learning algorithms,",,,,,,,,,,,"Machine Learning,","Vol. 6,",pp. 37-66.,,,
583,"Aha, D. W., Kibler, D., & Albert, M.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,","7,",37-66.,,,
584,"Aha, D.W., Kibler E., Albert M.K.:",(1991),Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,","6,",37-66.,,,
585,"Aha, D.W., Kibler, D., and Albert, M.K.,",1991.,"Instance-based learning algorithms,",,,,,,,,,,,"Machine Learning,","6,","pp. 37-66,",,,
586,"D. Aha, D. Kibler, and M. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
587,"D. Aha, D. Kibler, and M. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6,"37-66,",,,
588,"D.W. Aha, D. Kibler, and M.K. Albert:",1991.,"Instance-based learning algorithms,",,,,,,,,,,,"Machine Learning,","6,","37-66,",,,
589,"D.W. Aha, D. Kibler, and M.K. Albert:",1991.,"Instance-based learning algorithms,",,,,,,,,,,,"Machine Learning,","6,","37-66,",,,
590,"Aha, D. W., D. Kibler, and M. K. Albert,",1991.,"``Instance Based Learning Algorithms,''",,,,,,,,,,,"Machine Learning,","Vol 6,","pp. 37-66,",,,
591,"Aha, D. W., Kibler, D. & Albert, M. K.","(1991),",""Instance-based learning algorithms",",,,,,,,,,,,"Machine Learning 6(1),",,37-66.,,,
592,"Aha, D. W., Kibler, D. & Albert, M. K.","(1991),",""Instance-based learning algorithms",",,,,,,,,,,,"Machine Learning 6(1),",,37-66.,,,
593,"Aha, D. W., Kibler, D. & Albert, M. K.","(1991),",""Instance-based learning algorithms",",,,,,,,,,,,"Machine Learning 6(1),",,pp. 37-66.,,,
594,"Aha, D. W., Kibler, D. & Albert, M. K.","(1991),",""Instance-based learning algorithms",",,,,,,,,,,,"Machine Learning 6(1),",,pp. 37-66.,,,
595,"Aha, D. W., Kibler, D. & Albert, M. K.","(1991),",""Instance-based learning algorithms",",,,,,,,,,,,"Machine Learning 6(1),",,pp. 37-66.,,,
596,"Aha, D. W., Kibler, D. & Albert, M. K.","(1991),",""Instance-based learning algorithms",",,,,,,,,,,,"Machine Learning 6(1),",,pp. 37-66.,,,
597,"Aha, D. W., Kibler, D., & Albert, M.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,","6 (1),",37-66.,,,
598,"Aha, D. W., Kibler, D., & Albert, M.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,","6 (1),",37-66.,,,
599,"Aha, D. W., Kibler, D., & Albert, M.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6 (1).,,,,
600,"Aha, D. W., Kibler, D., & Albert, M.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,",6 (1).,,,,
601,"Aha, D. W., Kibler, D., & Albert, M.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,","7,",37-66.,,,
602,"Aha, D. W., Kibler, D., & Albert, M.",(1991).,`Instance-based learning algorithms'.,,,,,,,,,,,"Machine Learning,","7,",37-66.,,,
603,"Aha, D. W., Kibler, D., & Albert, M.",(1991b).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,","6,",37-66.,,,
604,"Aha, D. W., Kibler, D., & Albert, M. K.",(1991).,Instance-Based Learning Algorithms.,,,,,,,,,,,"Machine Learning,","6,",37-66.,,,
605,"Aha, D. W., Kibler, D., & Albert, M. K.",(1991).,Instance-Based Learning Algorithms.,,,,,,,,,,,"Machine Learning,","6,",37-66.,,,
606,"Aha, D. W., Kibler, D., & Albert, M. K.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,","6 ,",37-66.,,,
607,"Aha, D. W., Kibler, D., & Albert, M. K.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,","6 ,",37-66.,,,
608,"Aha, D. W., Kibler, D., & Albert, M. K.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,","6,",37-66.,,,
609,"Aha, D. W., Kibler, D., & Albert, M. K.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,","6 ,",37-66.,,,
610,"Aha, D. W., Kibler, D., & Albert, M. K.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,","6,",37-66.,,,
611,"Aha, D. W., Kibler, D., & Albert, M. K.",(1991).,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,","6,",37-66.,,,
